instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
3784,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237
1009,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102
7348,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,18,407
15468,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413
10378,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197
7410,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418
14038,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8
8384,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,13,40
9879,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137
17128,1,1,12,10,0,5,1,1,0.32,0.2879,0.42,0.4627,8,146
4060,3,0,6,1,0,4,1,1,0.72,0.697,0.74,0.2239,5,26
8722,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14
91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34
1988,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117
13426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116
16133,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146
14483,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417
7280,4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,6,109
14885,3,1,9,9,0,1,1,1,0.58,0.5455,0.68,0.1343,34,265
10310,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274
11130,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181
17053,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351
16097,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148
7193,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,8,246
9518,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131
16095,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652
15956,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240
2926,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253
12297,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240
8186,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,7,352
11407,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177
5885,3,0,9,16,0,3,1,1,0.64,0.5758,0.89,0.0,7,137
2342,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38
14035,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0.0,25,85
13148,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115
628,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51
12403,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,20,93
7546,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0.0,5,26
15626,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150
4766,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86
15102,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156
3673,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137
15650,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126
129,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59
14805,3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,6,35
12833,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223
16084,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249
4183,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1,7
7300,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,52,185
6996,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6
2399,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147
6306,4,0,9,7,0,0,0,2,0.6,0.5152,0.94,0.1343,15,23
1187,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,7,43
12966,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,32,139
10704,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6
3355,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225
15681,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441
5315,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21
9221,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,3,3
4248,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242
17007,4,1,12,9,0,0,0,2,0.36,0.3485,0.87,0.1343,19,113
11274,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219
9108,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242
9498,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217
1097,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78
11242,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43
6654,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186
11160,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10
1274,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9
5699,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180
15644,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51
8729,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,9,75
10989,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,21,64
6798,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177
9591,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144
6616,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7
3359,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241
7756,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24
184,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33
14801,3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,26,291
14653,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684
13988,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142
6514,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43
4568,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22
6604,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462
10687,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245
10849,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2
15384,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,1,6
1962,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100
4993,3,0,7,22,0,0,0,1,0.74,0.697,0.7,0.2985,25,71
4892,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491
8040,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,2,43
5870,3,0,9,1,0,3,1,3,0.54,0.5152,0.94,0.2537,2,3
9571,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147
5306,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95
6227,3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,11,30
13927,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0.0,80,159
10940,2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,12,124
13097,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362
1252,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34
3177,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,0,49
3360,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168
12919,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145
11861,2,1,5,9,0,1,1,3,0.54,0.5152,0.88,0.2836,5,105
14336,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367
6321,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,84
11482,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,147,293
7412,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100
7539,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,29,422
14602,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177
12585,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203
1052,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80
13025,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181
9222,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,0,1
8465,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27
10235,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175
4764,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177
9063,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155
1875,2,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22
9279,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155
13487,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18
7283,4,0,11,1,0,6,0,1,0.32,0.303,0.45,0.2985,5,57
11413,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664
9009,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5
15161,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205
14260,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703
4323,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77
16766,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,646
9449,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148
5832,3,0,9,10,1,1,0,2,0.7,0.6515,0.7,0.1642,107,137
15040,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192
12445,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778
13417,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41
16259,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5
14416,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348
4486,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183
13784,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230
11671,2,1,5,11,0,0,0,1,0.56,0.5303,0.73,0.1045,144,270
8616,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163
3925,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126
9941,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25
17050,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,3,5
16156,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0.0,51,169
12381,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,2,18
11785,2,1,5,5,0,5,1,1,0.42,0.4242,0.47,0.1642,3,23
13991,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19
7851,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396
10855,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119
14978,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146
3114,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221
3304,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,180,275
9537,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,6,293
1691,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,1,2
15435,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498
11144,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404
5049,3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,9,101
12444,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389
3309,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,120,238
1505,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4
1807,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11
3872,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20
12891,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,21,531
3792,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144
2787,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77
14326,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61
12857,3,1,6,21,0,0,0,1,0.76,0.697,0.55,0.2239,76,177
1718,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13
2697,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,5,79
1849,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271
4513,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,20,70
13752,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3
10624,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593
6623,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255
3436,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47
12515,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316
143,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5
12949,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,71,634
11176,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205
6993,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31
12461,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335
12163,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114
11602,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194,33,171
1118,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16
1757,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91
498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53
6752,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115
871,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172
3358,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310
9105,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68
7679,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121
722,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,2,59
10998,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108
11266,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183
887,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0.0,8,51
17046,4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,0,18
13864,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140
15405,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13
8348,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105
9713,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,7,138
8103,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62
16128,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593
10939,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,20,129
12610,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214
12705,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174
315,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59
15492,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412
16472,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19
13828,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132
4205,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9
5851,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284,0,72
6130,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,36,100
5448,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89
3130,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,4,38
1997,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4
13734,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0.0,73,154
3969,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22
15483,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384
10166,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252
337,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74
10957,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,184,352
14648,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247
15527,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25
12802,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198
2986,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221
12584,2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241
4621,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208
6532,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530
11670,2,1,5,10,0,0,0,2,0.54,0.5152,0.77,0.1045,112,221
12135,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,111,293
3559,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3
11002,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254
4821,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176
13577,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325
3417,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73
308,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70
7870,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22
14056,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374
349,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33
5919,3,0,9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,1,1
16301,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139
7244,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,12,98
16964,4,1,12,14,0,5,1,1,0.4,0.4091,0.43,0.194,48,251
4483,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244
11146,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372
15973,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8
9422,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99
10246,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58
8264,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,10,104
12434,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165
6856,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19
15103,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181
13330,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363
15109,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876
12411,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,16,531
1667,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,7,7
7580,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74
5571,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41
9950,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26
53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63
12277,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742
6264,4,0,9,13,0,5,1,3,0.6,0.5,1.0,0.0896,7,27
1446,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121
12119,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,8,6
15051,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,17,513
1696,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10,101
11085,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7
1575,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8
13720,3,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384
11396,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23
4406,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112
1631,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88,93
17175,1,1,12,9,0,0,0,1,0.2,0.2273,0.59,0.1045,7,49
1882,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1
5075,3,0,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,29,369
5510,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85
16368,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586
12516,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335
9041,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120
14015,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37
13145,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223
12816,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13
11070,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127
187,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12
10023,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150
5559,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175
15143,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7
7186,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18
4144,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197,245
14230,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,1,7
6588,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25
1235,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72
14089,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35
3916,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19
447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62
845,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46
5202,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106
16314,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343
14281,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0.0,1,36
2441,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49
3104,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7
11089,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21
7693,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,1,2
4775,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,46,166
9719,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,4,105
6975,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1,2
6095,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0.0,39,212
9487,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9
2154,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76
5519,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247
14856,3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,2,6
5068,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,3,14
11635,2,1,5,23,0,5,1,1,0.6,0.5606,0.83,0.0896,51,205
15645,4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12
14272,3,1,8,20,0,3,1,1,0.64,0.6061,0.73,0.194,59,332
16836,4,1,12,6,0,0,0,3,0.4,0.4091,0.94,0.1045,0,6
13059,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462
777,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102
8418,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218
6328,4,0,9,5,0,1,1,2,0.62,0.5606,0.88,0.0,0,25
6325,4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,4,4
10346,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3
4921,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149
16139,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4
9183,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0.0,10,52
2783,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159
13046,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658
3137,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,183,254
15609,4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237
5463,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253
3184,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,31,141
15516,4,1,10,16,0,6,0,1,0.5,0.4848,0.31,0.194,294,343
7523,4,0,11,1,0,2,1,1,0.56,0.5303,0.6,0.2985,5,5
13793,3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301
14722,3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,107,233
3200,2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,0,9
14022,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240
1290,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59
13627,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127
16977,4,1,12,3,0,6,0,2,0.24,0.2879,0.81,0.0,5,18
10336,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256
17001,4,1,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,1,37
14989,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739
7543,4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145
